      UTCTim      Wek  GPSTime       Latitud       Longitude      H-VelBdyX  VelBdyY  VelBdyZAccBdyX  AccBdyY  AccBdyZ                     P        HeadQ 
        (sec   (wees)    (sec)     (+/-D M S      (+/-D M S)          (m/s)    (m/s)    (m/s)(m/s^2)  (m/s^2)  (m/s^2)           (         (          (d
  1621218775   2158  0    95593 2218 4.31949 114 10 44.60559   3.472       0    0.002   -0.01    0.381    -0.04    0.019       ###       ###         ### 2
  1621218776   2158  0    95594 2218 4.31949 114 10 44.60559   3.471       0        0  -0.011    0.127    0.144    0.088       ###       ###         ### 2
  1621218777   2158  0    95595 2218 4.31952 114 10 44.60556   3.486   0.001        0  -0.013    0.086   -0.124    0.066       ###       ###         ### 2
  1621218778   2158  0    95596 2218 4.31961 114 10 44.60552   3.481   0.002    0.003  -0.015    0.185    0.027    0.067       ###       ###         ### 2
  1621218779   2158  0    95597 2218 4.31971 114 10 44.60544   3.469   0.002    0.001  -0.015    0.156   -0.024    0.026       ###       ###         ### 2
  1621218780   2158  0    95598 2218 4.31983 114 10 44.60534   3.458   0.004    0.003  -0.016    0.471   -0.013        0       ###       ###         ### 2
  1621218781   2158  0    95599 2218 4.31999 114 10 44.60515   3.441   0.004    0.003  -0.019    0.084    0.067    0.066       ###       ###         ### 2
  1621218782   2158  0    95600 2218  4.3201 114 10 44.60475   3.418    0.01     0.05  -0.033    0.202    0.573   -0.005       ###       ###         ### 2
  1621218783   2158  0    95601 2218 4.31506 114 10 44.59799   3.394   0.017    0.463  -0.031    0.558    0.426   -0.158       ###       ###         ### 2
  1621218784   2158  0    95602 2218 4.29526 114 10 44.57271   3.374   0.041    1.544   -0.04    0.315    1.009    0.058       ###       ###         ### 2
  1621218785   2158  0    95603 2218 4.25089 114 10  44.5177   3.357   0.108    2.676  -0.067    0.633     0.91    0.911       ###       ###         ### 2
  1621218786   2158  0    95604 2218 4.18249 114 10 44.43134   3.358   0.075    3.778  -0.021   -0.435    0.643   -0.105       ###       ###         ### 3
  1621218787   2158  0    95605 2218 4.09941 114 10 44.32355   3.358   0.163    4.027  -0.038    1.067     0.16    0.058       ###       ###         ### 3
  1621218788   2158  0    95606 2218 4.01938 114 10 44.21733   3.359   0.045    3.835  -0.061   -0.234   -0.122    0.289       ###       ###         ### 3
  1621218789   2158  0    95607 2218 3.92948 114 10  44.1167   3.371   0.033    4.111  -0.017   -1.594   -0.104   -0.853       ###       ###         ### 3
  1621218790   2158  0    95608 2218 3.81136 114 10 44.05316   3.351  -0.119    4.094  -0.091   -3.203    0.736    0.851       ###       ### -165.275194 3
  1621218791   2158  0    95609 2218 3.67911 114 10 44.06864    3.31    -0.3    4.263  -0.055   -2.094     0.12    0.154       ###       ###         ### 2
  1621218792   2158  0    95610 2218 3.56501 114 10 44.16158   3.279  -0.077     4.67  -0.043   -1.017    0.503    0.092       ###       ###         ### 2
  1621218793   2158  0    95611 2218 3.45636 114 10 44.28593    3.24   0.089    5.141  -0.066    1.424    0.978    0.124       ###       ###         ### 2
  1621218794   2158  0    95612 2218 3.32784 114 10 44.42013   3.212     0.2    5.913  -0.072    0.169    0.659    0.468       ###       ###         ### 2
  1621218795   2158  0    95613 2218 3.17057 114 10 44.56215   3.199    0.15    6.695  -0.074    0.736    0.903    0.369       ###       ###         ### 2
  1621218796   2158  0    95614 2218 2.98647 114 10 44.70685    3.17    0.11    7.268  -0.096   -0.997   -0.896     0.35       ###       ###         ### 2
  1621218797   2158  0    95615 2218 2.78724 114 10 44.86482   3.154   0.108    7.992   0.033   -0.982    0.364   -1.483       ###       ###         ### 2
  1621218798   2158  0    95616 2218 2.58089 114 10 45.04571   3.143   0.116     8.46  -0.094   -1.001   -0.475   -0.338       ###       ###         ### 2
  1621218799   2158  0    95617 2218 2.36734 114 10 45.24807   3.135   0.179    9.023  -0.091    0.243     0.41   -0.032       ###       ###         ### 2
  1621218800   2158  0    95618 2218 2.14243 114 10 45.46203   3.119   0.168     9.42  -0.089   -0.123    1.136   -0.976       ###       ###         ### 2
  1621218801   2158  0    95619 2218 1.90873 114 10 45.68596   3.102   0.207    9.695  -0.151    0.607   -0.237    0.229       ###       ###         ### 2
  1621218802   2158  0    95620 2218  1.6683 114 10 45.91414   3.109   0.157    9.924  -0.081   -0.534    0.482   -0.256       ###       ###         ### 2
  1621218803   2158  0    95621 2218 1.42785 114 10 46.14267   3.079   0.221    9.787  -0.125   -1.156    2.593   -1.036       ###       ###         ### 2
  1621218804   2158  0    95622 2218  1.1894 114 10 46.36491   3.077    0.18    9.622  -0.114   -0.533    1.479    1.457       ###       ###         ### 2
