field.header.id,field.header.msg_type,field.header.port_addr,field.header.length,field.header.sequence,field.header.idle_time,field.header.time_status,field.header.gps_week,field.header.gps_week_seconds,field.header.receiver_status,field.header.reserved,field.header.software_version,field.ins_status,field.position_type,field.latitude,field.longitude,field.altitude,field.undulation,field.north_velocity,field.east_velocity,field.up_velocity,field.roll,field.pitch,field.azimuth,field.latitude_std,field.longitude_std,field.altitude_std,field.north_velocity_std,field.east_velocity_std,field.up_velocity_std,field.roll_std,field.pitch_std,field.azimuth_std,field.extended_status,field.seconds_since_update
1465,0,64,126,0,111,180,2051,46699000,0,19988,13754,3,54,22.3011555447101,114.17900031267,6.61369549669325,-2.20000004768372,0.003768519507261,-0.007898935189851,-0.006062906563377,-1.29512951831471,0.292010372182963,228.019929379084,0.251768350601196,0.26441165804863,0.253907918930054,0.00095177302137,0.001095850020647,0.001074855448678,0.004123847931623,0.00412719976157,0.056283850222826,68,0
1465,0,64,126,0,115,180,2051,46700000,0,19988,13754,3,54,22.3011554612177,114.179000322199,6.60528941266239,-2.20000004768372,-0.004189931807332,0.000415852241083,-0.001974956041743,-1.29447707800621,0.291912447942013,228.022362633983,0.251628041267395,0.264120161533356,0.249355524778366,0.000946541840676,0.001084495452233,0.001063279574737,0.00408375216648,0.004085379187018,0.056372985243797,68,0
1465,0,64,126,0,107,180,2051,46701000,0,19988,13754,3,54,22.3011553791093,114.179000332478,6.59589289780706,-2.20000004768372,0.001368721201358,-0.000457294883442,-0.002814017859171,-1.2998158197019,0.284552577810297,228.022167090674,0.25158029794693,0.264012217521667,0.245636865496635,0.000940439116675,0.001078055473045,0.001056282082573,0.004069893620908,0.004068138077855,0.056464165449143,68,0
1465,0,64,126,0,107,180,2051,46702000,0,19988,13754,3,54,22.3011552956191,114.179000343948,6.58528151363134,-2.20000004768372,-0.014744478168266,0.006153338078465,0.003917684449206,-1.31448049835456,0.283995401474733,228.019265848719,0.251565515995026,0.263973861932755,0.242706462740898,0.000934146111831,0.001074849511497,0.001052359701134,0.004061852581799,0.004063641186804,0.056571073830128,68,0
1465,0,64,126,0,114,180,2051,46703000,0,19988,13754,3,54,22.3011552148435,114.179000355322,6.57434173487127,-2.20000004768372,-0.013179271142565,0.004364384443978,0.004791493126343,-1.303140549754,0.284604588825794,228.022845043442,0.251554757356644,0.26396307349205,0.240464627742767,0.000928142981138,0.001073527731933,0.001050398452207,0.004061493556947,0.004060617182404,0.056710682809353,68,0
1465,0,64,126,0,108,180,2051,46704000,0,19988,13754,3,54,22.3011551403684,114.179000364983,6.56362492684275,-2.20000004768372,-0.004012373577938,-0.002852720947893,0.001908779951683,-1.29812013340769,0.287310453382292,228.024081638865,0.251540213823318,0.263951867818832,0.238773673772812,0.00092272751499,0.00107288453728,0.001049036625773,0.004062655381858,0.004058936610818,0.056805856525898,68,0
1465,0,64,126,0,108,180,2051,46705000,0,19988,13754,3,54,22.3011550723562,114.179000373556,6.55334213096648,-2.20000004768372,-0.00555177648407,-0.001334389269099,-0.001292761064462,-1.30100453561703,0.292182333525961,228.023988745851,0.251525104045868,0.263943284749985,0.237510696053505,0.000918057456147,0.001072545652278,0.001047984114848,0.004060933832079,0.004059868399054,0.056899875402451,68,0
1465,0,64,126,0,113,180,2051,46706000,0,19988,13754,3,54,22.301155010217,114.179000380712,6.54357991926372,-2.20000004768372,-0.002394850005813,-1.64600053684809E-05,0.003806365605357,-1.30092373028676,0.289780097196897,228.027456231424,0.251510739326477,0.263934850692749,0.236579477787018,0.000914019939955,0.00107227859553,0.001047191093676,0.004061337560415,0.004060013685375,0.056994572281838,68,0
1465,0,64,126,0,112,180,2051,46707000,0,19988,13754,3,54,22.3011549540206,114.17900038783,6.53439193684608,-2.20000004768372,0.00330191321747,-0.001221042996169,-0.000764012774908,-1.29923464740815,0.29623679607656,228.025057506562,0.251500874757767,0.263928234577179,0.235896438360214,0.000910754024517,0.001072132028639,0.001046569203027,0.00406043138355,0.004060419742018,0.057100228965283,68,0
1465,0,64,126,0,112,180,2051,46708000,0,19988,13754,3,54,22.3011549041076,114.179000394279,6.52584609668702,-2.20000004768372,-0.001353301098585,0.001510070997527,0.001847342626003,-1.29529928796859,0.293993304830011,228.02742064457,0.251492857933044,0.263922482728958,0.235399052500725,0.000908038287889,0.001071873819456,0.001045965589583,0.004059705883265,0.004060982726514,0.057204991579056,68,0
1465,0,64,126,0,116,180,2051,46709000,0,19988,13754,3,54,22.3011548580935,114.17900040107,6.51800725795329,-2.20000004768372,-0.004228988593835,0.0011528793489,0.008545791539444,-1.30201239748692,0.29012854488463,228.02535995533,0.251483350992203,0.263917952775955,0.235040038824081,0.000905918888748,0.001071659848094,0.001045437995344,0.004061026498675,0.004060262348503,0.057298641651869,68,0
1465,0,64,126,0,109,180,2051,46710000,0,19988,13754,3,54,22.3011548153839,114.179000407806,6.51090777479112,-2.20000004768372,-0.002457110774647,-0.000312048327131,0.005044697157957,-1.30242995242259,0.290870799659081,228.02740304695,0.251475960016251,0.263913094997406,0.234783872961998,0.000904225977138,0.001071514794603,0.001045113080181,0.004058436490595,0.004061000421643,0.057393163442612,68,0
1465,0,64,126,0,109,180,2051,46711000,0,19988,13754,3,54,22.3011547767111,114.179000414177,6.50446095131338,-2.20000004768372,0.002032566494267,0.003401106049524,-0.006266738534935,-1.29943734042084,0.300637159420182,228.021881833406,0.251469075679779,0.263908237218857,0.234603509306908,0.000902848609257,0.0010712913936,0.001044768257998,0.004059781786054,0.004059346858412,0.057487461715937,68,0
1465,0,64,126,0,112,180,2051,46712000,0,19988,13754,3,54,22.3011547421652,114.179000418013,6.49862906709313,-2.20000004768372,0.004050083716371,-0.004152489860862,0.000382750739042,-1.27766014141033,0.300815698599599,228.027508281819,0.251464128494263,0.263907760381699,0.234476268291473,0.000901716121007,0.001070943311788,0.001044302713126,0.004064119886607,0.00405777990818,0.057607814669609,68,0
1465,0,64,126,0,108,180,2051,46713000,0,19988,13754,3,54,22.301154709221,114.179000421322,6.4933144506067,-2.20000004768372,-0.007317856974055,0.000199959720967,0.004924663537333,-1.29183316073957,0.300719058941439,228.028047160256,0.251462131738663,0.263910740613937,0.234387934207916,0.000901047780644,0.001070881611668,0.001043981988914,0.004064437467605,0.004057645332068,0.057744167745113,68,0
1465,0,64,126,0,108,180,2051,46714000,0,19988,13754,3,54,22.3011546772605,114.179000425176,6.48850349709392,-2.20000004768372,-0.008508874556238,0.003254395107092,0.009589034081513,-1.30472777549707,0.299619487681849,228.030992435981,0.251458674669266,0.263910114765167,0.234328553080559,0.000900299870409,0.001070644240826,0.001043787109666,0.004064598120749,0.004057286307216,0.057863958179951,68,0
1465,0,64,126,0,116,180,2051,46715000,0,19988,13754,3,54,22.3011546469076,114.179000428842,6.48413343075663,-2.20000004768372,0.003123838356732,-0.00358888180261,0.003086118172356,-1.28532351399147,0.306921079375365,228.031168154883,0.251458436250687,0.26390990614891,0.234289258718491,0.000899728154764,0.001070486963727,0.001043624943122,0.00406219670549,0.004057036247104,0.057999454438686,68,0
1465,0,64,126,0,107,180,2051,46716000,0,19988,13754,3,54,22.301154617115,114.179000433518,6.48005938623101,-2.20000004768372,-0.000947727981039,-0.003454054694282,-0.004727158575745,-1.30249385691971,0.314153346662863,228.038511520168,0.251457750797272,0.263913482427597,0.234263315796852,0.000899323087651,0.001070245052688,0.001043265801854,0.004057749174535,0.004058807622641,0.058147009462118,68,0
1465,0,64,126,0,107,180,2051,46717000,0,19988,13754,3,54,22.3011545888597,114.179000439459,6.47621360328049,-2.20000004768372,0.000667170168591,0.00095994210131,-0.004879047260741,-1.28986480679365,0.312842771524576,228.03720575532,0.251453667879105,0.263915479183197,0.234247252345085,0.000898841186427,0.001069977646694,0.001043033436872,0.004057715181261,0.00405895896256,0.058285672217608,68,0
1465,0,64,126,0,112,180,2051,46718000,0,19988,13754,3,54,22.3011545623318,114.179000446788,6.47259238921106,-2.20000004768372,0.002975432390528,0.001279976935058,-0.001895286666322,-1.28357159339047,0.310583870225047,228.037986977869,0.251449853181839,0.263917207717895,0.234237968921661,0.000898477563169,0.001069789286703,0.001042799674906,0.004058990627527,0.004058390855789,0.058419141918421,68,0
1465,0,64,126,0,112,180,2051,46719000,0,19988,13754,3,54,22.3011545368979,114.179000455213,6.46921801287681,-2.20000004768372,0.000490850301287,0.001750440996075,0.002515887713058,-1.28664265162367,0.308240142307875,228.038457463493,0.251446157693863,0.26391339302063,0.234233006834984,0.000898203987163,0.00106963829603,0.001042558113113,0.004058866295964,0.004057805519551,0.058511279523373,68,0
1465,0,64,126,0,112,180,2051,46720000,0,19988,13754,3,54,22.3011545115633,114.179000464498,6.46606652531773,-2.20000004768372,-0.005438310953005,0.004564176189647,0.002227461558222,-1.28455008876313,0.304097177018813,228.038638147767,0.251442730426788,0.263909071683884,0.234231039881706,0.000897917489056,0.001069487072527,0.001042395015247,0.004057516809553,0.004057252313942,0.058603443205357,68,0
1465,0,64,126,0,112,180,2051,46721000,0,19988,13754,3,54,22.3011544864178,114.179000473895,6.46312189288437,-2.20000004768372,-0.009885914054011,0.005453090412218,0.005741758569186,-1.27989924900397,0.305980442830567,228.039292847775,0.251439213752747,0.26390478014946,0.234231248497963,0.000897613645066,0.001069252029993,0.001042180112563,0.004059005063027,0.004055397585034,0.058695457875729,68,0
1465,0,64,126,0,109,180,2051,46722000,0,19988,13754,3,54,22.3011544623034,114.17900048294,6.46040102466941,-2.20000004768372,-0.001905502191263,0.000824249423979,0.003684175395551,-1.27691680585342,0.304097042139228,228.040703888393,0.25143638253212,0.263900995254517,0.234233051538467,0.000897356367204,0.001069018384442,0.001041964278556,0.004060218576342,0.004054160322994,0.058787316083908,68,0
